url,scrape_time,uuid,title,company,location,job_content,employer,deadline,stillingstittel,oppstart,type_ansettelse,arbeidstid,arbeidsspråk,antall_stillinger,contact_person,stillingsnummer,hentet_fra,referanse
https://arbeidsplassen.nav.no/stillinger/stilling/744f799d-c45a-444d-8d98-9d6f305f7488,2024-10-25 23:29:16,744f799d-c45a-444d-8d98-9d6f305f7488,Soul Sessions Oslo søker administrativ leder,Soul Sessions Oslo,"Øvre Slottsgate 3, 0157 Oslo, Hybridkontor","LEDIG STILLING HOS SOUL SESSIONS OSLO
 
**Stillingstittel:**Administrativ leder
**Sted:**Oslo / Sentralen
**Rapporterer til:**Daglig leder og regnskapsfører (eksternt byrå)
**Stillingsprosent:**40-50%
Lønnstrinn: mellom 49 og 55.
 
Hvem er du?
Er du en strukturert og detaljorientert person med gode lederegenskaper og solid erfaring innen regnskap og økonomi? Ønsker du å være en del av et dynamisk team hvor du kan gjøre en forskjell? Vi leter etter en engasjert administrativ leder som kan håndtere en variert arbeidsdag med både administrative oppgaver og økonomisk oppfølging. Hos oss vil du være en nøkkelperson som støtter ledelsen og bidrar til å sikre en effektiv drift av organisasjonen.
Dine viktigste arbeidsoppgaver blir:

Fremdrift av driftsoppgaver/kontoroppgaver håndtering av innkommende henvendelser, posthåndtering, og koordinering av møter.

Ansvar for lønnskjøring og oppfølging av lønnsrelaterte oppgaver.

Utføre daglig regnskapsføring, inkludert bokføring, fakturering, avstemminger og rapportering.

Utarbeidelse av periodiske regnskapsrapporter (måneds- og kvartalsavslutning).

Budsjettoppfølging og økonomisk analyse.

Bistå med årsoppgjør og samarbeid med regnskapsfører.

Prosjektoppfølging og støtte til andre avdelinger ved behov.

Mindre administrative ad-hoc oppgaver.

Vi ønsker at du har:

Utdanning innen regnskap, økonomi, administrasjon eller tilsvarende. Relevant erfaring kan kompensere for manglende formell utdanning.

Ledererfaring og/eller gode lederegenskaper.

Minimum 3 års erfaring fra tilsvarende stilling.

God kunnskap om regnskapssystemer (Tripletex).

Erfaring med Excel og økonomisk analyseverktøy.

God forståelse for norsk regelverk innen regnskap og lønn.

Sterk struktur, nøyaktighet og evne til å håndtere flere oppgaver samtidig.

Gode kommunikasjonsevner både muntlig og skriftlig på norsk.

Som person er du:

Selvstendig med gode samarbeidsevner

Løsningsorientert og initiativrik

Opptatt av å skape godt arbeidsmiljø

Nøyaktig og opptatt av detaljer, men samtidig se helhet

God evne til å prioritere og håndtere tidspress

Hos oss vil du oppleve:

En variert arbeidsdag i et dynamisk og trivelig arbeidsmiljø

Muligheter for faglig utvikling og kompetanseheving

Fleksibilitet i arbeidsform og tid

 
Søknadsfrist: 10.11.24
Aktuelle kandidater kontaktes innen 13.11.24
For spørsmål om stillingen, kontakt Mathias Jin Budtz på 48420620 eller mathias@soulsessionsoslo.com
Søknad og CV sendes til post@soulsessionsoslo.com","Soul Sessions Oslo er en ideell organisasjon som skaper inkluderende plattformer for utveksling og utvikling, innen street- og clubdance-kulturen i Norge. Vi jobber for at kulturen skal være tilgjengelig for alle uansett erfaring og alder. Med 15 år i feltet har vi etablert oss som Norges fremste kunnskapsressurs for streetdance. Vi skaper plattformer som igjennom et sterkt fellesskap fremmer personlig vekst, kunstnerisk utveksling og kunnskapsdeling. I tillegg til å ha base på Sentralen, avholdes flere arrangementer rundt omkring i Oslo og landet, gjennom ulike samarbeider og vårt ungdomsprosjekt Soul Sessions Community.",Søk senest søndag 10. november,Administrativ leder,Etter avtale,"Fast, deltid 40-50%","Dagtid, ukedager",Norsk eller skandinavisk,1,Kontaktperson for stillingenMathias Jin Budtz48420620Kopier telefonnummermathias@soulsessionsoslo.comKopier e-postadresse,2776655,Stillingsregistrering,744f799d-c45a-444d-8d98-9d6f305f7488
https://arbeidsplassen.nav.no/stillinger/stilling/0aef2ca8-a47b-4a28-9af5-28351b059986,2024-10-25 23:29:17,0aef2ca8-a47b-4a28-9af5-28351b059986,Vi trenger flere flinke frisører,ET Hårstudio Knarvik As,"Kvernhusmyrane 21, 5914 Isdalstø, Vestland, Bergen, Hjemmekontor ikke mulig","Er du en dyktig frisør og en identitets rådgiver?
For mange mennesker er frisøren den de rådfører seg med når de ønsker å understreke eller fremheve sin stil eller personlighet.
Vi ser etter deg som har disse egenskapene og brenner for å gjøre en god jobb for våre fantastiske kunder og ønsker å være førstevalget til kundene våre.
E.T Hårstudio forbereder seg til fremtiden og er i store endringer.
Vi trenger seriøse og dyktige folk med på laget for å bidra til utvikling av frisørfaget, bærekraft og miljøvennlighet.
Vår hovedleverandør er Verdant da vi er opptatt av å ta vare på planeten og miljøet rundt oss.
Det er flere stillinger, med også opplæring av lærlinger/kurser m.m. Søker må kunne snakke og skrive norsk og ha norskt fagbrev.
Vi kan tilby det meste for de rette, gode lønnsbetingelser og utviklingsmuligheter.
Ta kontakt med Edel Teige på telefon 95104786 eller leder i vår avdeling i Knarvik Senter Henriette for en hyggelig prat eller send søknad på firmapost@ethaarstudio.no￼","E.T Hårstudio ble startet i 1989 i Åsane Senter, og er nå en av Bergens største frisørbedrifter med 5 filialer. Visjon og verdier Vår visjon er å se ""hele mennesket"". Dette gjelder våre kunder og våre ansatte.
""Hele mennesket"" er et vidt begrep som omhandler det du ser, men også de følelsene og tankene som rører seg på innsiden. Ansatte Vi har dyktige frisører som alltid er kurset innen det siste nye innen moter og trender. Hos E.T. Hårstudio ser vi på våre ansatte som bedriftens største ressurs og vi sender de på kurs til Milano, London, København, Paris og Madrid for å lære det siste innenfor frisør-faget og for å bli inspirert til å utøve frisørfaget kreativt og profesjonelt.
Våre frisører er alt fra unge nyutdannede til voksne erfarne frisører. Vi ønsker og gjøre våre kunder fornøyd og samtidig være en frisørsalong for alle aldersgrupper. Dette tar vi som et bevis på at vi har mange fornøyde kunder og har en bred kompetanse på område med våre fargespesialister.",Søk senest lørdag 30. november,Frisør,Etter avtale,"Fast, heltid 100%","Vakt, dagtid og kveld, ukedager og lørdag",Norsk eller engelsk,2,Kontaktperson for stillingenEdel TeigeLeder95104786Kopier telefonnummeredel@ethaarstudio.noKopier e-postadresse,2776650,Stillingsregistrering,0aef2ca8-a47b-4a28-9af5-28351b059986
https://arbeidsplassen.nav.no/stillinger/stilling/78bca621-58b4-4075-b785-d11a1bc1717e,2024-10-25 23:29:18,78bca621-58b4-4075-b785-d11a1bc1717e,Dyktig frisører søkes,Røtter av E.T,"Markeveien 10, 5012 Bergen, Vestland, Hjemmekontor ikke mulig","Vi utvider Røtter-teamet og søker motiverte frisører som vil pushe kreative grenser og bli de beste i faget.
Du er:
Genuint interessert i moter og trender.Utadvendt, sosial og sitter kundeservice høyt.Trives med å jobbe i team. Vi hjelper hverandre!Engasjert, kreativ og kvalitetsbevisst.Lærevillig, positiv og blid.Flink med sosiale medier.
... lidenskapelig opptatt av hår!
Vi tilbyr:
Et kreativt og faglig sterkt arbeidsmiljø.Jevnlig kursing og aktiviteter.Gode lønnsbetingelser.Gode muligheter for faglig utvikling.Et godt og inkluderende arbeidsmiljø.En salong med fokus på fremtiden.
Kvalifikasjoner:
• Du har fagbrev
• Du er selvstendig og har evne til å forstå og arbeide med Røtter sitt konsept.
• Du behersker norsk skriftlig og muntlig og er bosatt i Norge.
• Du er opptatt av miljø.
• Du har interesse for sosiale medier.
Søknad med dokumentasjon og referanser sendes til email: roetter@ethaarstudio.no.
Har du spørsmål om stillingen?
Kontakt Anette eller Vien på telefon:
55 23 22 92
Mail: roetter@ethaarstudio.no
Markeveien 10, 5012 Bergen
Om oss:
Røtter er et spennende frisørkonsept, hvor fokuset er å gi kundene en fantastisk opplevelse. Vi skal være innovative, kreative og gjøre vårt for å ta vare på planeten vår.Frisører
Våre høyt kvalifiserte frisører tilbyr en skreddersydd behandling i et vakkert og avslappende miljø. Frisørene våre er spesialister på klipp- og fargebehandlinger, og har en rungende lidenskap for hår og mote.
Salongen:
Røtter skal være et fristed i en stressende hverdag. Med våre grønne elementer, fokus på velvære og våre fantastiske frisører ønsker vi å skape en følelse av sinnsro når kunden er hos oss. Kunden skal føle seg ivaretatt og fornyet i en behagelig atmosfære.
Produkter
Vi har bærekraftige og naturlige produkter som Davines, Eleven Australia og Kevin Murphy.","Vi utvider Røtter-teamet og søker motiverte frisører som vil pushe kreative grenser og bli de beste i faget.
Har du spørsmål om stillingen?
Kontakt Marita
Mail: roetter@ethaarstudio.no
Telefon: 55 23 22 92
Markeveien 10, 5012 Bergen
Om oss:
Røtter er et spennende frisørkonsept, hvor fokuset er å gi kundene en fantastisk opplevelse. Vi skal være innovative, kreative og gjøre vårt for å ta vare på planeten vår.Frisører
Våre høyt kvalifiserte frisører tilbyr en skreddersydd behandling i et vakkert og avslappende miljø. Frisørene våre er spesialister på klipp- og fargebehandlinger, og har en rungende lidenskap for hår og mote.
Salongen:
Røtter skal være et fristed i en stressende hverdag. Med våre grønne elementer, fokus på velvære og våre fantastiske frisører ønsker vi å skape en følelse av sinnsro når kunden er hos oss. Kunden skal føle seg ivaretatt og fornyet i en behagelig atmosfære.
Produkter
Vi har bærekraftige og naturlige produkter.",Søk snarest mulig,Frisør,Etter avtale,"Fast, heltid 100%","Vakt, dagtid og kveld, ukedager og lørdag",Norsk,2,Kontaktperson for stillingenAnette eller Vien Ledere55 232292Kopier telefonnummerroetter@ethaarstudio.noKopier e-postadresse,2776642,Stillingsregistrering,78bca621-58b4-4075-b785-d11a1bc1717e
https://arbeidsplassen.nav.no/stillinger/stilling/a6bf31ce-97b8-4534-85bb-590e6882f834,2024-10-25 23:29:20,a6bf31ce-97b8-4534-85bb-590e6882f834,kokk,Asian Box As,"sporveisgata 35 b, 0354 Oslo, Hjemmekontor ikke mulig","vi søker nå en ekstrahjelp kokk og heltid kokk
vi er en voksende bedrift, som gjerne ansetter fulltid for den rette personen.
vi legger vekt på:
-innsikt i varekost
-jobb selvstendig
-kreativ
-godt humør
erfaring fra fine dining eller catering
har du disse kvalifikasjonene er du kanskje den rette :)","Vi er en restaurant med 100 sitteplasser tillegg til en hyggelig bakgård på sommeren.
Vi ligger en steinkast fra bogstadveien.
Vår mat konsept er asiatisk fusion med franske innspill.
ta en titt på vår hjemmeside www.asianbox.no
eller vår instagram asianbox.no asiancrossover",Søk snarest mulig,A la carte Chef,Etter avtale,"Fast, heltid 100% og deltid 50%","Skift, kveld og dagtid, alle dager","Engelsk, skandinavisk eller norsk",1,Kontaktperson for stillingenjohnny wudaglig leder97987517Kopier telefonnummerjohnnyscatering@gmail.comKopier e-postadresse,2776629,Stillingsregistrering,a6bf31ce-97b8-4534-85bb-590e6882f834
https://arbeidsplassen.nav.no/stillinger/stilling/332a7774-8cb3-4da0-a878-04889907e367,2024-10-25 23:29:21,332a7774-8cb3-4da0-a878-04889907e367,fulltid servitør,Asian Box As,"sporveisgata 35 b, 0354 Oslo, Hjemmekontor ikke mulig","vi søker nå en fulltid servitør og deltid 50%
du må ha minst 2-4 års erfaring fra restaurant bransjen","Vi er en restaurant med 100 sitteplasser tillegg til en hyggelig bakgård på sommeren.
Vi ligger en steinkast fra bogstadveien.
Vår mat konsept er asiatisk fusion med franske innspill.
ta en titt på vår hjemmeside www.asianbox.no
eller vår instagram asianbox.no asiancrossover",Søk snarest mulig,Servitør,Etter avtale,"Fast, heltid 100% og deltid 50%","Skift, kveld og dagtid, alle dager","Norsk, engelsk eller skandinavisk",2,Kontaktperson for stillingenjohnny wudaglig leder97987517Kopier telefonnummerjohnnyscatering@gmail.comKopier e-postadresse,2776628,Stillingsregistrering,332a7774-8cb3-4da0-a878-04889907e367
https://arbeidsplassen.nav.no/stillinger/stilling/b6f5ff53-0783-411d-833e-0a10a97fce79,2024-10-25 23:29:23,b6f5ff53-0783-411d-833e-0a10a97fce79,Fagleder IKT,Direktoratet for samfunnssikkerhet og beredskap,9441 Fjelldal,"Vil du lede og videreutvikle en knallgod IKT-tjeneste for vår skoledrift? Brann- og redningsskolen søker en erfaren fagleder for IKT med sterke lederegenskaper og evne til å motivere og utvikle sine medarbeidere. Vi er ute etter deg som er serviceinnstilt og setter brukertilfredshet høyt.  Vi legger vekt på tverrfaglighet og tett samarbeid mellom skolens seksjoner. Du må kunne sette skolens helhetlige samfunnsoppdrag i fokus, og ditt arbeid vil bidra til at Brann- og redningsskolen leverer utdanning i tråd med gjeldende fagplaner og av høy pedagogisk kvalitet.   Ansvar og arbeidsoppgaveroverordnet ansvar for leveranse av IKT-tjenester som støtter skoledriftenlede og utvikle brukerstøtteteamet for å sikre høy faglighet på brukerstøtteimplementere og følge beste praksis innen serviceledelse (ITIL)sikre høy brukertilfredshet gjennom effektiv saksbehandling og rask respons på henvendelseransvarlig for kontinuerlig forbedring av interne prosesserrapportering og oppfølging av driftsstatus og serviceleveranserforvaltning og drift av skolens Microsoft 365-løsninger   Kvalifikasjoner Du må ha:relevant utdanning innen IKT, informasjonsteknologi eller beslektede fagområder (minimum bachelor)erfaring med å lede et team innen IKT-support eller brukerstøtteerfaring med serviceledelse og implementering av ITIL-prosessergod kjennskap til bruk av digitale løsninger for brukerstøtte og incident management (ISTM-løsninger)god teknisk forståelse for nettverk, PC-er, servere, skyløsninger og applikasjonsdriftgod skriftlig og muntlig formidlingsevne på norsk og engelsk   Personlige egenskaper:strukturertgode samarbeidsevnermålbevisstrelasjonsbyggergjennomføringsevne   Vi ønsker at du har:kurs og sertifiseringer innen ITIL eller tilsvarende serviceledelsesrammeverk er en fordelkurs eller sertifiseringer knyttet til Microsoft 365 er en fordel   Om seksjonen     Stillinga er plassert i Seksjon administrasjon- og virksomhetsstyring. Seksjonen har 25 ansatte med ansvar for virksomhetsstyring, økonomi, kurs- og studieadministrasjon, servicetorg, IKT, HR, kommunikasjon, kvalitet og HMS. Vi yter stabsstøtte på tvers av virksomheten og samarbeider tett med kolleger i seksjonen, på skolen, i DSB og eksterne aktører. Fagmiljøet innen IKT består av deg og to IKT-konsulenter. Du vil få fagansvar for IKT-tjenesten.   Om Brann- og redningsskolen    Brann- og redningsskolens oppdrag er å utdanne det beste personellet til landets brann- og redningsvesen og nødmeldesentraler. Vi tilbyr et bredt utvalg av kurs, blant annet i brann og redning, forebygging, nødalarmering, oljevern og ledelse. I januar åpnet vi en toårig fagskoleutdanning for de som skal jobbe heltid i beredskap, med forebyggende brannvern eller som operatør på en nødmeldesentral for brann og redning. Skolen er en del av Direktoratet for samfunnssikkerhet og beredskap (DSB).   Vi bygger nå opp et solid fagmiljø ved skolen og er på utkikk etter kolleger med ulik kompetanse. Som ansatt hos oss er det store muligheter for kompetanseheving og faglig utvikling i årene som kommer.   Brann- og redningsskolen ligger i Tjeldsund kommune mellom Harstad og Narvik. Skolen tar årlig imot 160 heltidsstudenter og over 1 000 kursdeltakere. Sammen skal vi bidra til at landets brann- og redningsvesen har mot til å tørre, og kunnskap til å handle, når det virkelig gjelder.   Les mer på Brann- og redningsskolens hjemmeside. Kontaktperson: seksjonssjef Veronika Solvang, e-post Veronika.Solvang@dsb.no og mobil 414 66 672.   Hos oss får duårslønn fra kr 509 300 – 692 400 (lønnstrinn 51-70) i stillingskode 1434 rådgiver eller årslønn fra kr 615 700 – 845 900(lønnstrinn 63 - 79) i stillingskode 1364 seniorrådgivervære med på et viktig samfunnsoppdrag medlemskap i Statens pensjonskasse (SPK). Som medlem får du svært gode pensjons-, forsikrings- og boliglånsordninger. Les mer om medlemsfordelene på www.spk.no     fleksibel arbeidstid   mulighet for å trene i arbeidstiden og tilgang på styrkerom og gymsal.tilrettelagt for mobilt kontor når det er hensiktsmessig    Offentlig søkerliste   Vi utarbeider offentlig søkerliste ved søknadsfristens utløp. Opplysninger om søkeren kan bli offentliggjort selv om søkeren har bedt om å ikke bli ført opp på søkerlisten, jf. Offentlighetsloven §25.       Praktisk informasjon om søknadsprosessen   Gjennom både søknadsbrev og CV må du vise hvordan kompetansen din fyller de kvalifikasjonskravene som er beskrevet i utlysningen. Det er viktig at du registrerer all relevant utdanning og erfaring i profilen du oppretter i rekrutteringssystemet. I tillegg ber vi om at du laster opp både søknadsbrev og CV som vedlegg i PDF-format. Det vil bli vurdert å gjennomføre bakgrunnssjekk. Interne søkere må sende inn søknaden i DFØ HR.",,Søk senest onsdag 13. november,,,"Fast, heltid 100%","Dagtid, ukedager",Norsk eller engelsk,1,Kontaktperson for stillingenVeronika Solvang76919000Kopier telefonnummerVERONIKA.SOLVANG@DSB.NOKopier e-postadresse,2776627,sap,"BRSK, AOV 1126"
https://arbeidsplassen.nav.no/stillinger/stilling/af286c38-09e8-47f4-b2ad-46164603a901,2024-10-25 23:29:24,af286c38-09e8-47f4-b2ad-46164603a901,Fagansvarlig Statsautorisert Regnskapsfører,Averøy Regnskapslag A/l,"Averøyveien 24, 6530 Averøy, Hybridkontor","

Hva vi ser etter

Statsautorisert regnskapsfører med minimum 3 års relevant erfaring

Solid kunnskap om norsk regnskapslovgivning, skatterett og avgiftsregler

Erfaring med bruk av økonomisystemer, gjerne Duett, Tripletex eller liknende

Gode kommunikasjonsferdigheter, både muntlig og skriftlig

Evne til å arbeide selvstendig og håndtere flere oppgaver samtidig

Strukturert, nøyaktig og kvalitetsbevisst

Erfaring med rådgivning og kundekontakt



Arbeidsoppgaver
Som fagansvarlig vil du ha det overordnede ansvaret for faglig utvikling og kvalitetssikring innen regnskapsområdet. Du vil spille en nøkkelrolle i å sikre at selskapet følger gjeldende lover og regler, samt bistå våre kunder med regnskapstjenester, rådgivning og finansiell rapportering. Stillingen innebærer også ansvar for opplæring og oppfølging av regnskapsførere i teamet.
Ansvarsområder:

Faglig ansvar for regnskapstjenester og kvalitetssikring

Sikre at selskapet til enhver tid følger lover og forskrifter innen regnskapsføring

Utarbeidelse og gjennomgang av årsregnskap, skattemeldinger og andre lovpålagte oppgaver

Rådgivning og bistand til kunder innen økonomistyring, budsjettering og likviditetsstyring

Opplæring og utvikling av kollegaer i regnskapsavdelingen

Bidra til utvikling av regnskapsfaglige rutiner og systemer



Vi tilbyr

En spennende og sentral stilling i et solid selskap i vekst

Mulighet til å påvirke og videreutvikle vår regnskapsavdeling

Konkurransedyktige betingelser og gode pensjons- og forsikringsordninger

Et inkluderende og hyggelig arbeidsmiljø

Gode utviklingsmuligheter, både faglig og karrieremessig","Averøy Regnskapslag SA er et frittstående statsautorisert regnskapsførerselskap, som leverer høykompetente tjenester innen regnskap, økonomisk rådgivning og forretningsutvikling. Vi er i vekst og søker nå en dyktig og erfaren statsautorisert regnskapsfører til rollen som fagansvarlig, for å styrke vårt team og sikre kvalitet i våre tjenester.",Søk senest fredag 15. november,Fagansvarlig Statsautorisert Regnskapsfører,Etter avtale,"Fast, heltid 100%","Dagtid, ukedager",Norsk,1,Kontaktperson for stillingenVenko ShtrbevskiDaglig leder91998413Kopier telefonnummervenko@arl.noKopier e-postadresse,2776622,Stillingsregistrering,af286c38-09e8-47f4-b2ad-46164603a901
https://arbeidsplassen.nav.no/stillinger/stilling/bbcb2ff7-b4d8-4207-9d4c-39ee8387cb81,2024-10-25 23:29:25,bbcb2ff7-b4d8-4207-9d4c-39ee8387cb81,"Jobb hjemmefra som møtebooker, tjen 1000-4000 kr per møtebooking",Visdomsfabrikken As,"Vestland, Akershus, Oslo, Rogaland, Trøndelag, Innlandet, Agder, Østfold, Møre og Romsdal, Buskerud, Vestfold, Nordland, Telemark, Troms, Finnmark, Hjemmekontor","

Hva vi ser etter

Selvgående og resultatorientert.

Gode kommunikasjonsevner, både muntlig og skriftlig.

Erfaring med møtebooking eller salg er en fordel, men ikke et krav

God forståelse for forretningsdrift og teknologi

Komfortabel med å bruke telefon som hovedverktøy



Arbeidsoppgaver

Ringe bedrifter som våre kunder har lagt inn i ringelisten

Be om et møte med bedriftene på vegne av våre kunder

Booke om dersom deltager er forhindret



Vi tilbyr

Jobb hjemmefra

Du kan begynne dagen når du selv måtte ønske

Velg selv hvor lenge du ønsker å jobbe hver dag

God lønn, flere jener over 6000 kr per dag","B2B Connect (eies av Visdomsfabrikken AS) er et innovativt og fremtidsrettet møtebookingsbyrå. Vår tilnærming til møtebooking er basert på en kombinasjon av teknologi og digitale verktøy. Som fagspesialister innen vårt segment har vi dybdekunnskap om bransjen og markedet.
Vi samarbeider tett med våre kunder for å forstå deres behov og ønsker, og jobber sammen for å skape en effektiv og målrettet strategi. Ved å benytte oss av den nyeste teknologien og innovative metoder, sikrer vi en rask og effektiv prosess for våre kunder.",Søk snarest mulig,Møtebooker,1. november 2024,"Frilanser, deltid 2-99%","Dagtid, ukedager",Norsk,1,Kontaktperson for stillingenAnne Iversenpost@b2bconnect.noKopier e-postadresse,2776614,Stillingsregistrering,bbcb2ff7-b4d8-4207-9d4c-39ee8387cb81
https://arbeidsplassen.nav.no/stillinger/stilling/e78bcded-46a6-45ab-a4a2-c65ac76a26ab,2024-10-25 23:29:27,e78bcded-46a6-45ab-a4a2-c65ac76a26ab,Mystery Shopper og Alderskontrollør Kirkenes,Better Business As Avd Nord Norge,"Storgata 2, 9900 Kirkenes, Hjemmekontor ikke mulig","

Hva vi ser etter
Vi søker deg som er:
Nøyaktig
Oppmerksom
Selvstendig
Fleksibel
Som servicemåler må en ha god norsk muntlig og skriftlig fremstillingsevne. I tillegg må du ha førerkort klasse B og er glad i å kjøre bil.


Arbeidsoppgaver
En mystery shopper opptrer som kunde i butikk, restaurant eller passasjer på ulike transportmidler der vi måler servicenivået. Etter gjennomført måling legges rapport inn digitalt.
En alderskontrollør gjennomfører kjøp av aldersbestemte varer, for å sjekke om betjeningen spør etter legitimasjon.


Vi tilbyr
Dette er en jobb som passer veldig godt i kombinasjon med studier eller andre jobber.","Better Business as er en ledende aktør innen kontroll og svinnforebyggende tjenester. Vi bidrar til en sunn sikkerhetskultur og at deres verdier forblir i selskapet.
Samtidig har vi en passion for kundemøte! Vi elsker å måle service, adferd og jobbe med utvikling av mennesker.
Etablert i 1996, og ufører målinger og kontroller over hele Norden.",Søk snarest mulig,Mystery shopper,Etter avtale,"Fast, deltid 5%","Skift, dagtid og kveld, ukedager og lørdag",Norsk,2,Kontaktperson for stillingenMette KirkebyRegionssjef93228892Kopier telefonnummermette@betterbusiness.noKopier e-postadresse,2776610,Stillingsregistrering,e78bcded-46a6-45ab-a4a2-c65ac76a26ab
https://arbeidsplassen.nav.no/stillinger/stilling/59bd6d55-6321-4361-bd4c-3ac319ffd74f,2024-10-25 23:29:28,59bd6d55-6321-4361-bd4c-3ac319ffd74f,Helsesekretær til Nordbyen legesenter,Nordbyen Legesenter,"Stakkevollveien 33, 9012 Tromsø, Hjemmekontor ikke mulig","Nordbyen legesenter søker etter Helsesekretær i vikariat. Oppstart og varighet etter avtale men fortrinnsvis snarlig oppstart med 6 måneders varighet. Mulighet for forlengelse for rett person.
Vi søker etter en hyggelig kollega til vårt hyggelige legekontor. Vi er lokalisert sentralt på Stakkevollveien i Tromsø.
Sammen betjener vi totalt noe over 6000 pasienter og gjør vårt ytterste for å tilby gode tjenester i et hyggelig miljø. Det er viktig for oss å holde et høyt faglig nivå, holde oss oppdatert og yte det beste for våre pasienter. Derfor har vi regelmessig fagdager og internundervisning. God kommunikasjon og godt samhold mellom våre ansatte er også høyt prioritert. Vi skal ha det fint på jobb. Vi har personalmøte hver uke og vi har tradisjon for å arrangere sosiale sammenkomster et par ganger i året, i tillegg til at vi bruker å reise på en tur sammen til inn- eller utland ca annet hvert år.
Vil du være en del av vår arbeidsplass?
Arbeidsoppgaver

Betjene ekspedisjonen

Betjene telefonen

Generelt sekretærarbeid

Holde hjemmesiden oppdatert, diverse dataarbeid

Laboratoriearbeid med prøvetakning og analyser av bla blodprøver, urinprøver, ekg, spirometri mm.

Sårskift

Støttefunksjon for lege på skiftestue ved småkirurgi, akutt syke pasienter mm

Alle våre sekretærer har egne ansvarsområder der de har særlige oppgaver slik som for eksempel data, varebestillinger, medisinrom, hjemmeside mm. Du vil også få ditt eget ansvarsområde etterhvert.

Formelle kvalifikasjoner

Autorisert helsesekretær eller helsefagarbeider. Da personlig egnethet vil vektlegges i stor grad kan også søkere med annen relevant helse- og/eller kontorfaglig bakgrunn vurderes og er velkommen til å søke.

Gode muntlig og skriftlige norskkunnskaper

Ønskede kvalifikasjoner

Gode samarbeidsevner -du blir en del av et team.

Mulighet for å arbeide strukturert og målrettet

Effektiv

Samvittighetsfull

Serviceinnstilt

Hyggelig, smilende og glad i å jobbe med mennesker

Gode datakunnskaper

Vi tilbyr

En spennende arbeidshverdag med varierte oppgaver, hyggelige kolleger og pasienter.

Konkurransedyktig lønn

""8-4 jobb"" med fri i helger og helligdager","Nordbyen legesenter ligger sentralt på Stakkevollveien i Tromsø.
Per i dag er det en 6 legers praksis med 4 helsesekretærstillinger.
Gode bussforbindelser. Gratis ansatteparkering.
Utdanningskontor med leger i spesialisering, legestudenter og tidvis helsesekretærelever i praksis.",Søk senest fredag 15. november,Helsesekretær,Etter avtale,"Vikariat, heltid 100%","Dagtid, ukedager",Norsk,1,Kontaktperson for stillingenLise Johansen Personalansvarlig lege+4799711179Kopier telefonnummerlisezimowski@hotmail.comKopier e-postadresse,2776607,Stillingsregistrering,59bd6d55-6321-4361-bd4c-3ac319ffd74f
https://arbeidsplassen.nav.no/stillinger/stilling/d3ebab08-df9a-4421-b097-98cba3b74874,2024-10-25 23:29:30,d3ebab08-df9a-4421-b097-98cba3b74874,Mystery Shopper og Alderskontrollør Alta,Pegasus Kontroll As Nord Norge,"Alta, Finnmark, Hjemmekontor ikke mulig","

Hva vi ser etter
Vi søker deg som er:
Nøyaktig
Oppmerksom
Selvstendig
Fleksibel
Som servicemåler må en ha god norsk muntlig og skriftlig fremstillingsevne. I tillegg må du ha førerkort klasse B og er glad i å kjøre bil.


Arbeidsoppgaver
En mystery shopper opptrer som kunde i butikk, restaurant eller passasjer på ulike transportmidler der vi måler servicenivået. Etter gjennomført måling legges rapport inn digitalt.
En alderskontrollør gjennomfører kjøp av aldersbestemte varer, for å sjekke om betjeningen spør etter legitimasjon.


Vi tilbyr
Dette er en jobb som passer veldig godt i kombinasjon med studier eller andre jobber.","Better Business as er en ledende aktør innen kontroll og svinnforebyggende tjenester. Vi bidrar til en sunn sikkerhetskultur og at deres verdier forblir i selskapet.
Samtidig har vi en passion for kundemøte! Vi elsker å måle service, adferd og jobbe med utvikling av mennesker.
Etablert i 1996, og ufører målinger og kontroller over hele Norden.",Søk snarest mulig,Mystery shopper,Etter avtale,"Fast, deltid 5%","Skift, dagtid og kveld, ukedager og lørdag",Norsk,2,Kontaktperson for stillingenMette KirkebyRegionssjef93228892Kopier telefonnummermette@betterbusiness.noKopier e-postadresse,2776605,Stillingsregistrering,d3ebab08-df9a-4421-b097-98cba3b74874
